Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_severity,Cause_of_accident,Accident_severity,Number_of_vehicles_involved_log,Number_of_casualties_log
23:25:00,Saturday,Unknwon,Female,High school,Employee,Below 1yr,Commercial Vehicle,Owner,5-10yrs,No defect,Other,One Way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,1,Going straight,3,Unsafe Driving,Serious Injury,1.0986122886681096,0.6931471805599453
23:25:00,Saturday,Dewasa,Male,Junior high school,Employee,1-2yr,Private Vehicle,Owner,1-2yr,No defect, Hospital areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,1,Going straight,3,Speeding,Serious Injury,1.0986122886681096,0.6931471805599453
15:10:00,Wednesday,Lansia,Male,Junior high school,Employee,Above 10yr,Private Vehicle,Owner,2-5yrs,No defect,Residential areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,,2,1,Going straight,3,Other/Unknown,Serious Injury,1.0986122886681096,0.6931471805599453
15:10:00,Wednesday,Dewasa,Male,Junior high school,Owner,Above 10yr,Commercial Vehicle,Owner,5-10yrs,No defect,Residential areas,One Way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Unsafe Lane Change,Serious Injury,1.0986122886681096,0.6931471805599453
17:00:00,Wednesday,Unknwon,Female,Junior high school,Employee,Above 10yr,Public Transport,Owner,5-10yrs,No defect,Residential areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Other,,2,1,Unknown,3,Distance & Priority Violation,Serious Injury,1.0986122886681096,0.6931471805599453
17:00:00,Wednesday,Dewasa,Male,Junior high school,Employee,No Licence,Private Vehicle,Owner,1-2yr,No defect,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Other,,2,1,Going straight,3,Other/Unknown,Serious Injury,1.0986122886681096,0.6931471805599453
16:10:00,Tuesday,Dewasa,Male,Junior high school,Employee,1-2yr,Commercial Vehicle,Owner,1-2yr,No defect,Office areas,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,,1,1,Going straight,2,Distance & Priority Violation,Slight Injury,0.6931471805599453,0.6931471805599453
13:29:00,Saturday,Dewasa,Male,Illiterate,Owner,1-2yr,Private Vehicle,Owner,2-5yrs,No defect,Other,Other,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,3,Unsafe Lane Change,Serious Injury,1.0986122886681096,0.6931471805599453
13:29:00,Saturday,Dewasa,Male,Junior high school,Owner,Below 1yr,Public Transport,Owner,Unknown,No defect,Office areas,Divided Road (Median),Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Distance & Priority Violation,Serious Injury,1.0986122886681096,0.6931471805599453
12:40:00,Friday,Lansia,Male,Junior high school,Owner,1-2yr,Commercial Vehicle,Owner,Unknown,No defect,Residential areas,Other,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,3,Reckless Driving,Serious Injury,1.0986122886681096,0.6931471805599453
12:40:00,Friday,Dewasa,Male,Junior high school,Owner,2-5yr,Commercial Vehicle,Owner,Unknown,No defect,Office areas,Divided Road (Median),Gentle horizontal curve,Other,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,1,Reckless Driving,Serious Injury,1.0986122886681096,0.6931471805599453
15:30:00,Friday,Lansia,Male,Unknown,Owner,5-10yr,Commercial Vehicle,Owner,,No defect,Office areas,Divided Road (Median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,4,5,Going straight,3,Distance & Priority Violation,Slight Injury,1.6094379124341003,1.791759469228055
15:30:00,Friday,Dewasa,Male,Unknown,Owner,Above 10yr,Other,Organization,Unknown,No defect,Other,Divided Road (Median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,4,5,Going straight,3,Distance & Priority Violation,Slight Injury,1.6094379124341003,1.791759469228055
15:30:00,Friday,Dewasa,Male,Junior high school,Owner,2-5yr,Private Vehicle,Owner,Unknown,No defect,Office areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,4,5,Turnover,3,Unsafe Lane Change,Slight Injury,1.6094379124341003,1.791759469228055
15:30:00,Friday,Dewasa,Male,Elementary school,Owner,Above 10yr,Commercial Vehicle,Owner,Unknown,No defect,Office areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,4,5,Going straight,3,Reckless Driving,Slight Injury,1.6094379124341003,1.791759469228055
15:30:00,Friday,Dewasa,Male,Writing & reading,Owner,5-10yr,Commercial Vehicle,Governmental,Unknown,,Office areas,One Way,Tangent road with flat terrain,No junction,Gravel roads,Dry,Daylight,Normal,Vehicle with vehicle collision,4,5,Going straight,3,Unsafe Lane Change,Slight Injury,1.6094379124341003,1.791759469228055
3:32:00,Saturday,Remaja,Male,,Owner,,Commercial Vehicle,Owner,Unknown,,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Rollover,2,3,Going straight,3,Unsafe Lane Change,Fatal injury,1.0986122886681096,1.3862943611198906
3:32:00,Saturday,Remaja,Male,Junior high school,Owner,5-10yr,Private Vehicle,Owner,Unknown,,Residential areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Going straight,3,Unsafe Lane Change,Fatal injury,1.0986122886681096,1.3862943611198906
3:32:00,Saturday,Remaja,Male,Junior high school,Owner,Below 1yr,Public Transport,Owner,2-5yrs,No defect,Residential areas,Other,Gentle horizontal curve,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,3,Going straight,3,Reckless Driving,Fatal injury,1.0986122886681096,1.3862943611198906
3:32:00,Saturday,Dewasa,Male,Junior high school,Owner,2-5yr,Public Transport,Owner,5-10yrs,, Church areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,3,Going straight,3,Reckless Driving,Fatal injury,1.0986122886681096,1.3862943611198906
12:52:00,Wednesday,Lansia,Male,Elementary school,Employee,2-5yr,Commercial Vehicle,Owner,5-10yrs,,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Turnover,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,0.6931471805599453
12:52:00,Wednesday,Dewasa,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Owner,Unknown,,Residential areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Reckless Driving,Slight Injury,1.0986122886681096,0.6931471805599453
9:36:00,Saturday,Dewasa,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Owner,2-5yrs,,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,3,Unsafe Lane Change,Slight Injury,1.3862943611198906,0.6931471805599453
9:36:00,Saturday,Dewasa,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,Owner,2-5yrs,,Residential areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,3,1,Reversing,3,Distance & Priority Violation,Slight Injury,1.3862943611198906,0.6931471805599453
9:36:00,Saturday,Dewasa,Male,Junior high school,Employee,5-10yr,Special Vehicle,Owner,2-5yrs,,Residential areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,3,Unsafe Lane Change,Slight Injury,1.3862943611198906,0.6931471805599453
19:15:00,Saturday,Dewasa,Male,Junior high school,Employee,Above 10yr,Commercial Vehicle,Owner,5-10yrs,No defect,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads with some distress,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,3,Distance & Priority Violation,Serious Injury,1.0986122886681096,1.0986122886681096
19:15:00,Saturday,Lansia,Male,Elementary school,Employee,5-10yr,Commercial Vehicle,,,,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Reversing,3,Moving Backward,Serious Injury,1.0986122886681096,1.0986122886681096
19:15:00,Saturday,Lansia,Male,Junior high school,Employee,5-10yr,Public Transport,Owner,Unknown,No defect,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with roadside objects,2,2,Going straight,2,Moving Backward,Serious Injury,1.0986122886681096,1.0986122886681096
11:20:00,Wednesday,Dewasa,Male,Junior high school,Employee,Above 10yr,Private Vehicle,Owner,Unknown,No defect,Other,Divided Road (Median),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Rollover,2,2,Moving Backward,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,1.0986122886681096
11:20:00,Wednesday,Dewasa,Male,Elementary school,Owner,,Private Vehicle,Owner,Unknown,,Residential areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,2,Moving Backward,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,1.0986122886681096
11:20:00,Wednesday,Dewasa,Male,Junior high school,Owner,5-10yr,Commercial Vehicle,Owner,2-5yrs,,  Recreational areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Collision with pedestrians,2,2,Going straight,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,1.0986122886681096
22:10:00,Thursday,Dewasa,Male,Junior high school,Employee,5-10yr,,Owner,,,Other,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,3,2,Going straight,3,Distance & Priority Violation,Slight Injury,1.3862943611198906,1.0986122886681096
22:10:00,Thursday,Dewasa,Unknown,Junior high school,Employee,Below 1yr,Private Vehicle,Owner,,,Office areas,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,3,2,Going straight,3,Reckless Driving,Slight Injury,1.3862943611198906,1.0986122886681096
22:10:00,Thursday,Lansia,Male,,,,,,,,Other,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with pedestrians,3,2,Going straight,3,Unsafe Lane Change,Slight Injury,1.3862943611198906,1.0986122886681096
17:20:00,Saturday,Dewasa,Male,Junior high school,Employee,5-10yr,Private Vehicle,Owner,Unknown,,Office areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,1,1,Going straight,3,Unsafe Lane Change,Serious Injury,0.6931471805599453,0.6931471805599453
14:45:00,Saturday,Dewasa,Male,Junior high school,Employee,5-10yr,Private Vehicle,Owner,Unknown,,Office areas,One Way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,3,Reckless Driving,Slight Injury,1.0986122886681096,1.0986122886681096
14:45:00,Saturday,Dewasa,Male,Junior high school,Employee,Above 10yr,Commercial Vehicle,Owner,Unknown,,Office areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,3,Reckless Driving,Slight Injury,1.0986122886681096,1.0986122886681096
14:45:00,Saturday,Dewasa,Male,High school,Employee,Above 10yr,Public Transport,Owner,Unknown,No defect,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,1.0986122886681096
18:25:00,Thursday,Dewasa,Male,Junior high school,Employee,Above 10yr,Public Transport,Governmental,Unknown,,Other,Divided Road (Median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Other/Unknown,Slight Injury,1.0986122886681096,0.6931471805599453
18:25:00,Thursday,Dewasa,Male,Junior high school,Employee,Above 10yr,Commercial Vehicle,Owner,Unknown,No defect,Office areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,0.6931471805599453
6:00:00,Tuesday,Dewasa,Male,Junior high school,Employee,Above 10yr,Commercial Vehicle,Owner,Unknown,,Residential areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,1,Going straight,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,0.6931471805599453
6:00:00,Tuesday,Dewasa,Male,Junior high school,Employee,Above 10yr,Commercial Vehicle,Governmental,2-5yrs,,  Recreational areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Parked,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,0.6931471805599453
19:40:00,Thursday,Lansia,Male,Junior high school,Employee,5-10yr,Private Vehicle,Owner,1-2yr,No defect,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,1,Going straight,3,Distance & Priority Violation,Slight Injury,0.6931471805599453,0.6931471805599453
14:29:00,Wednesday,Dewasa,Male,Junior high school,Employee,2-5yr,Private Vehicle,Owner,Above 10yr,No defect,Residential areas,Other,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Going straight,3,Reckless Driving,Slight Injury,1.3862943611198906,1.0986122886681096
14:29:00,Wednesday,Lansia,Male,Junior high school,Employee,Below 1yr,Private Vehicle,Owner,Unknown,No defect,Other,Other,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Going straight,3,Speeding,Slight Injury,1.3862943611198906,1.0986122886681096
14:29:00,Wednesday,Lansia,Male,Junior high school,Employee,Below 1yr,Commercial Vehicle,Owner,Unknown,,Other,Other,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Going straight,3,Distance & Priority Violation,Slight Injury,1.3862943611198906,1.0986122886681096
16:40:00,Tuesday,Dewasa,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Owner,5-10yrs,,Other,One Way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Going straight,2,Distance & Priority Violation,Slight Injury,1.0986122886681096,1.3862943611198906
16:40:00,Tuesday,Dewasa,Male,Elementary school,Employee,Below 1yr,Private Vehicle,Owner,Unknown,No defect,Other,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Going straight,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,1.3862943611198906
16:40:00,Tuesday,Dewasa,Male,Junior high school,Employee,Below 1yr,Private Vehicle,Owner,2-5yrs,No defect,Other,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Turnover,3,Other/Unknown,Slight Injury,1.0986122886681096,1.3862943611198906
19:02:00,Thursday,Dewasa,Male,Junior high school,Employee,,,Owner,Unknown,No defect,School areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,3,Other/Unknown,Slight Injury,0.6931471805599453,0.6931471805599453
13:33:00,Thursday,Dewasa,Male,,Employee,5-10yr,Other,Owner,,No defect,Office areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Moving Backward,Serious Injury,1.0986122886681096,0.6931471805599453
13:33:00,Thursday,Dewasa,Male,Writing & reading,Employee,Below 1yr,Special Vehicle,Owner,Unknown,No defect,Office areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Unknown,3,Distance & Priority Violation,Serious Injury,1.0986122886681096,0.6931471805599453
11:30:00,Tuesday,Dewasa,Male,Junior high school,Employee,Below 1yr,Commercial Vehicle,Owner,5-10yrs,No defect,Office areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Moving Backward,3,Moving Backward,Slight Injury,0.6931471805599453,0.6931471805599453
8:45:00,Friday,Dewasa,Male,Junior high school,Employee,1-2yr,Commercial Vehicle,Owner,Unknown,No defect,School areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,3,2,Going straight,3,Distance & Priority Violation,Slight Injury,1.3862943611198906,1.0986122886681096
8:45:00,Friday,Dewasa,Male,Elementary school,Employee,Above 10yr,Commercial Vehicle,Governmental,,No defect,School areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,3,2,Moving Backward,3,Reckless Driving,Slight Injury,1.3862943611198906,1.0986122886681096
8:45:00,Friday,Dewasa,Male,Elementary school,Employee,Above 10yr,Commercial Vehicle,Owner,,No defect,Office areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,3,2,Turnover,3,Distance & Priority Violation,Slight Injury,1.3862943611198906,1.0986122886681096
17:50:00,Wednesday,Dewasa,Male,Elementary school,Employee,Below 1yr,Private Vehicle,Owner,,No defect,Office areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,3,3,Going straight,3,Other/Unknown,Slight Injury,1.3862943611198906,1.3862943611198906
17:50:00,Wednesday,Dewasa,Male,High school,Employee,2-5yr,Private Vehicle,Governmental,Above 10yr,No defect,School areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Going straight,3,Unsafe Lane Change,Slight Injury,1.3862943611198906,1.3862943611198906
17:50:00,Wednesday,Dewasa,Male,Junior high school,Employee,2-5yr,Private Vehicle,Owner,1-2yr,No defect,,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Unknown,3,Distance & Priority Violation,Slight Injury,1.3862943611198906,1.3862943611198906
9:45:00,Friday,Lansia,Male,Above high school,Employee,Above 10yr,Private Vehicle,Owner,Above 10yr,No defect,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Reckless Driving,Slight Injury,1.0986122886681096,0.6931471805599453
9:45:00,Friday,Dewasa,Male,Junior high school,Employee,2-5yr,Private Vehicle,Owner,Below 1yr,No defect,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,0.6931471805599453
9:50:00,Tuesday,Dewasa,Male,Junior high school,Employee,2-5yr,,Owner,Above 10yr,No defect,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,3,3,Going straight,3,Distance & Priority Violation,Slight Injury,1.3862943611198906,1.3862943611198906
9:50:00,Tuesday,Dewasa,Male,High school,Employee,1-2yr,Public Transport,Owner,Unknown,No defect,Residential areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Going straight,3,Unsafe Lane Change,Slight Injury,1.3862943611198906,1.3862943611198906
9:50:00,Tuesday,Dewasa,Male,Junior high school,Employee,5-10yr,Public Transport,Governmental,1-2yr,No defect,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Reversing,3,Distance & Priority Violation,Slight Injury,1.3862943611198906,1.3862943611198906
9:50:00,Tuesday,Dewasa,Male,Junior high school,Employee,Below 1yr,Private Vehicle,Owner,1-2yr,No defect,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Going straight,3,Distance & Priority Violation,Slight Injury,1.3862943611198906,1.3862943611198906
18:40:00,Thursday,Dewasa,Male,Junior high school,Employee,Below 1yr,Private Vehicle,Owner,,No defect, Industrial areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,3,Unsafe Lane Change,Slight Injury,0.6931471805599453,0.6931471805599453
18:44:00,Tuesday,Dewasa,Male,Elementary school,Employee,,Non-Motorized,Owner,,No defect,  Recreational areas,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Windy,Vehicle with vehicle collision,1,1,Going straight,3,Reckless Driving,Slight Injury,0.6931471805599453,0.6931471805599453
19:33:00,Sunday,Dewasa,Male,Junior high school,Employee,Below 1yr,Private Vehicle,Owner,Above 10yr,No defect, Church areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Turnover,3,Unsafe Driving,Serious Injury,1.3862943611198906,0.6931471805599453
19:33:00,Sunday,Lansia,Male,Junior high school,Employee,1-2yr,Commercial Vehicle,Owner,,,Office areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Reversing,3,Reckless Driving,Serious Injury,1.3862943611198906,0.6931471805599453
19:33:00,Sunday,Remaja,Male,Elementary school,Employee,2-5yr,Private Vehicle,Owner,,,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,3,Unsafe Driving,Serious Injury,1.3862943611198906,0.6931471805599453
12:25:00,Thursday,Lansia,Male,High school,Employee,1-2yr,Public Transport,Owner,,,Office areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,3,Reckless Driving,Slight Injury,1.0986122886681096,0.6931471805599453
12:25:00,Thursday,Dewasa,Male,Junior high school,Employee,5-10yr,Special Vehicle,Owner,,,Office areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Turnover,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,0.6931471805599453
19:00:00,Thursday,Dewasa,Male,Junior high school,Employee,Below 1yr,Private Vehicle,Owner,,,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,3,Reckless Driving,Slight Injury,1.0986122886681096,0.6931471805599453
19:00:00,Thursday,Dewasa,Male,High school,Employee,Above 10yr,Public Transport,Owner,Above 10yr,,Residential areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,0.6931471805599453
20:00:00,Friday,Unknwon,Female,Elementary school,Owner,5-10yr,,Owner,Above 10yr,,Office areas,Other,Tangent road with mountainous terrain and,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,3,Going straight,3,Moving Backward,Serious Injury,0.6931471805599453,1.3862943611198906
20:00:00,Friday,Unknwon,Female,Elementary school,Employee,Below 1yr,Commercial Vehicle,Owner,Above 10yr,No defect,Residential areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,3,Going straight,3,Reckless Driving,Serious Injury,0.6931471805599453,1.3862943611198906
20:00:00,Friday,Unknwon,Female,Junior high school,Employee,5-10yr,Commercial Vehicle,,,,School areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,3,Reversing,3,Unsafe Lane Change,Serious Injury,0.6931471805599453,1.3862943611198906
13:50:00,Sunday,Dewasa,Male,Elementary school,Owner,5-10yr,Public Transport,Owner,Above 10yr,No defect,Office areas,Other,Sharp reverse curve,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,3,Reckless Driving,Serious Injury,0.6931471805599453,0.6931471805599453
12:05:00,Friday,Dewasa,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Owner,5-10yrs,No defect,Other,Other,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,4,Going straight,3,Reckless Driving,Slight Injury,1.0986122886681096,1.6094379124341003
12:05:00,Friday,Dewasa,Male,Junior high school,Employee,Above 10yr,Commercial Vehicle,Owner,Above 10yr,No defect,Other,Other,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,4,Going straight,3,Reckless Driving,Slight Injury,1.0986122886681096,1.6094379124341003
12:05:00,Friday,Dewasa,Male,Junior high school,Employee,5-10yr,Public Transport,Owner,Above 10yr,No defect, Church areas,Other,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,4,Parked,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,1.6094379124341003
12:05:00,Friday,Dewasa,Unknown,High school,Employee,1-2yr,Public Transport,Owner,,No defect,Office areas,Other,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,4,Going straight,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,1.6094379124341003
17:05:00,Wednesday,Lansia,Male,Elementary school,Employee,5-10yr,Private Vehicle,Owner,,No defect,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Windy,Vehicle with vehicle collision,2,1,Going straight,3,Reckless Driving,Serious Injury,1.0986122886681096,0.6931471805599453
17:05:00,Wednesday,Dewasa,Male,Elementary school,Employee,2-5yr,Commercial Vehicle,Owner,,No defect,Office areas,Other,Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Windy,Collision with roadside objects,2,1,Unknown,3,Reckless Driving,Serious Injury,1.0986122886681096,0.6931471805599453
20:40:00,Saturday,Dewasa,Male,Junior high school,Employee,Below 1yr,Private Vehicle,Owner,,No defect,Office areas,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,0.6931471805599453
